Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
311,Ginger cake,"0.12 tsp, Vanilla extract",Other,0.12,tsp,Vanilla Extract,tsp
311,Ginger cake,"16 gram, black treacle",Other,16,g,"Ram, Black Treacle",g
311,Ginger cake,"33 milliliter, Egg",Dairy,33,milliliter,Egg,milliliter
311,Ginger cake,"10 ml(s), Extra Virgin Olive Oil",Oils/Fats,10,ml,Extra Virgin Olive Oil,ml
311,Ginger cake,"0.78 tbsp, Raw &amp; Unfiltered Organic Honey",Salt/Seasonings,0.78,tbsp,&amp; Unfiltered Organic Honey,tbsp
311,Ginger cake,"0.12 teaspoon, Salt",Salt/Seasonings,0.12,teaspoon,"0.12 Teaspoon, Salt",teaspoon
312,Frittata - Love and Lemons,"2.70 oz, Mushrooms, Crimini",Vegetables,76.55,g,"Mushrooms, Crimini",g
312,Frittata - Love and Lemons,"0.33 tablespoon, Extra Virgin Olive Oil",Oils/Fats,0.33,tablespoon,Extra Virgin Olive Oil,tbsp
312,Frittata - Love and Lemons,"56.00 g, Cottage Cheese",Dairy,56,g,Cottage Cheese,g
312,Frittata - Love and Lemons,"1 gm, Chilli Flakes",Other,1,g,"M, Chilli Flakes",g
312,Frittata - Love and Lemons,"2 large, Egg",Dairy,2,large,"Arge, Egg",large
312,Frittata - Love and Lemons,"38 g, Red Onion-",Vegetables,38,g,Red Onion-,g
312,Frittata - Love and Lemons,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
312,Frittata - Love and Lemons,"28 g, Cheese, Feta",Dairy,28,g,"Cheese, Feta",g
312,Frittata - Love and Lemons,"0.25 tsp, ground, Ground black pepper",Spices (Powder),0.25,tsp,"Ground, Ground Black Pepper",tsp
312,Frittata - Love and Lemons,"30 gramme, Kefir nature",Dairy,30,gme,"Ramme, Kefir Nature",gme
312,Frittata - Love and Lemons,"1 clove , Garlic",Fresh Aromatics,1,clove,Garlic,clove
312,Frittata - Love and Lemons,"72 g, Asparagus Buncle 100g",Vegetables,72,g,Asparagus Buncle 100g,g
314,Black Bean Burgers with Oats,"40 g, Carrots",Vegetables,40,g,Carrots,g
314,Black Bean Burgers with Oats,"50 Gramm, Haferflöckli",Other,50,gm,"Ramm, Haferflöckli",gm
314,Black Bean Burgers with Oats,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
314,Black Bean Burgers with Oats,"85 g, Black beans, dried",Vegetables,85,g,"Black Beans, Dried",g
315,Cottage Cheese Burger Buns,"1 tsp, Baking Soda",Other,1,tsp,Baking Soda,tsp
315,Cottage Cheese Burger Buns,"1 tsp, Baking powder",Spices (Powder),1,tsp,Baking Powder,tsp
315,Cottage Cheese Burger Buns,"200 Gramm, halbweissmehl",Other,200,gm,"Ramm, Halbweissmehl",gm
315,Cottage Cheese Burger Buns,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
315,Cottage Cheese Burger Buns,"350 g, Cottage Cheese",Dairy,350,g,Cottage Cheese,g
316,Red Salsa,"0.50 medium, Red Onion",Vegetables,0.5,medium,Red Onion,medium
316,Red Salsa,"500 gr, Tomatoes (Fresh)",Vegetables,500,gr,"R, Tomatoes",gr
316,Red Salsa,"3 tsp, Lime juice",Citrus/Acid,3,tsp,Lime Juice,tsp
316,Red Salsa,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
316,Red Salsa,"0.40 chilli (20g), Green Chilli",Other,0.4,chilli (20g),Green Chillies,Whole
316,Red Salsa,"1 clove, Garlic",Fresh Aromatics,1,clove,Garlic,clove
316,Red Salsa,"20 g, Coriander leaves, fresh",Fresh Aromatics,20,g,"Coriander Leaves, Fresh",g
317,Cottage Cheese Carrot Seeds,"6 gram, Kerne &amp; Nuss",Other,6,g,"Ram, Kerne &amp; Nuss",g
317,Cottage Cheese Carrot Seeds,"0 tsp, Salt",Salt/Seasonings,0,tsp,Salt,tsp
317,Cottage Cheese Carrot Seeds,"0.20 tsp, ground, Black pepper",Spices (Powder),0.2,tsp,"Ground, Black Pepper",tsp
317,Cottage Cheese Carrot Seeds,"50 g, Carrot",Vegetables,50,g,Carrot,g
317,Cottage Cheese Carrot Seeds,"0.25 tsp, whole, Cumin",Spices (Powder),0.25,tsp,"Whole, Cumin",tsp
317,Cottage Cheese Carrot Seeds,"100 g, Chers",Other,100,g,Chers,g
318,Cottage Cheese Cucumber Seeds,"96 gramme, cottage",Other,96,gme,"Ramme, Cottage",gme
318,Cottage Cheese Cucumber Seeds,"0.12 teaspoon, Paprika, smoked",Spices (Powder),0.12,teaspoon,"0.12 Teaspoon, Paprika, Smoked",teaspoon
318,Cottage Cheese Cucumber Seeds,"10 g, Migros Nuss Kern Mix",Other,10,g,Migros Nuss Kern Mix,g
318,Cottage Cheese Cucumber Seeds,"0.25 tsp, ground, Black pepper",Spices (Powder),0.25,tsp,"Ground, Black Pepper",tsp
318,Cottage Cheese Cucumber Seeds,"100 g, Cucumber (Raw)",Vegetables,100,g,Cucumber,g
319,Cottage Cheese Cucumber Nut,"0.06 tsp, Paprika",Spices (Powder),0.06,tsp,Paprika,tsp
319,Cottage Cheese Cucumber Nut,"70 g, Cucumber",Vegetables,70,g,Cucumber,g
319,Cottage Cheese Cucumber Nut,"0.06 tsp, Salt",Salt/Seasonings,0.06,tsp,Salt,tsp
319,Cottage Cheese Cucumber Nut,"10 g, Nussmischung",Other,10,g,Nussmischung,g
319,Cottage Cheese Cucumber Nut,"100 g, Cottage Cheese",Dairy,100,g,Cottage Cheese,g
319,Cottage Cheese Cucumber Nut,"0.06 tsp(s), Black pepper",Vegetables,0.06,tsp,Black Pepper,tsp
320,Fritatta - Mixed Veg,"50 g, Nature",Other,50,g,Nature,g
320,Fritatta - Mixed Veg,"78 gram, Red Cherry Tomatoes",Vegetables,78,g,"Ram, Red Cherry Tomatoes",g
320,Fritatta - Mixed Veg,"1 clove, Garlic",Fresh Aromatics,1,clove,Garlic,clove
320,Fritatta - Mixed Veg,"65 g, Fresh Asparagus",Vegetables,65,g,Asparagus,g
320,Fritatta - Mixed Veg,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
320,Fritatta - Mixed Veg,"2 egg, Egg",Dairy,2,egg,"2 Egg, Egg",egg
320,Fritatta - Mixed Veg,"0.25 teaspoon, Black pepper",Vegetables,0.25,teaspoon,"0.25 Teaspoon, Black Pepper",teaspoon
320,Fritatta - Mixed Veg,"0.10 dl, Vollrahm",Other,0.1,dl,"0.10 Dl, Vollrahm",dl
320,Fritatta - Mixed Veg,"25.20 gram, Manchego Cheese",Dairy,25.2,g,"Ram, Manchego Cheese",g
320,Fritatta - Mixed Veg,"30 gram, Onion",Vegetables,30,g,"Ram, Onion",g
320,Fritatta - Mixed Veg,"0.24 teaspoon, Dried Chilli Flakes",Spices (Whole/Seeds),0.24,teaspoon,"0.24 Teaspoon, Dried Chilli Flakes",teaspoon
320,Fritatta - Mixed Veg,"0.19 cup leaves, whole, Fresh herbs",Spices (Whole/Seeds),0.19,cup,"Leaves, Whole, Fresh Herbs",cup
320,Fritatta - Mixed Veg,"31.08 gram, Potatoe",Vegetables,31.08,g,"Ram, Potatoe",g
321,Samosa Shepards Pie,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
321,Samosa Shepards Pie,"173 g, Garden Peas (Frozen Weight)",Vegetables,173,g,Garden Peas,g
321,Samosa Shepards Pie,"100 g, Tinned Chopped Tomatoes - Polpa (Rl)",Vegetables,100,g,Chopped Tomatoes - Polpa,g
321,Samosa Shepards Pie,"1.50 tsp, Salt",Salt/Seasonings,1.5,tsp,Salt,tsp
321,Samosa Shepards Pie,"250 g, Organic Chestnut Mushrooms",Vegetables,250,g,Chestnut Mushrooms,g
321,Samosa Shepards Pie,"0.50 cup, chopped, Onions, spring or scallions (includes tops and bulb), raw",Fresh Aromatics,0.5,cup,"Chopped, Onions, Spring Or Scallions , Raw",cup
321,Samosa Shepards Pie,"1 potato, Potato",Vegetables,1,potato,"1 Potato, Potato",potato
321,Samosa Shepards Pie,"300 gram, Potatoes Boiled",Oils/Fats,300,g,"Ram, Potatoes Boiled",g
321,Samosa Shepards Pie,"1 cup, Yellow Split Peas",Vegetables,1,cup,Yellow Split Peas,cup
321,Samosa Shepards Pie,"128 grams, Onion",Vegetables,128,g,"Rams, Onion",g
321,Samosa Shepards Pie,"5 g, ktc",Other,5,g,Ktc,g
321,Samosa Shepards Pie,"100 ml, Almond Milk",Dairy,100,ml,Almond Milk,ml
321,Samosa Shepards Pie,"0.33 Tbsp, Garam Masala",Spices (Powder),0.33,tbsp,Garam Masala,tbsp
322,101 Five Minute Tomato Sauce,"1200 grammo, polpa mutti",Other,1200,gmo,"Rammo, Polpa Mutti",gmo
322,101 Five Minute Tomato Sauce,"1 tbsp, Lemon Zest",Citrus/Acid,1,tbsp,Lemon Zest,tbsp
322,101 Five Minute Tomato Sauce,"1 teaspoon, Red pepper flakes",Vegetables,1,teaspoon,"1 Teaspoon, Red Pepper Flakes",teaspoon
322,101 Five Minute Tomato Sauce,"0.25 tsp, Pure Sea Salt - Fine Grain",Salt/Seasonings,0.25,tsp,Sea Salt - Fine Grain,tsp
322,101 Five Minute Tomato Sauce,"4 clove , Garlic",Fresh Aromatics,4,clove,Garlic,clove
322,101 Five Minute Tomato Sauce,"2 tablespoon, Extra virgin olive oil",Oils/Fats,2,tablespoon,Extra Virgin Olive Oil,tbsp
323,Basic Breakfast porridge with choose your milk,"0.06 tsp, Salt",Salt/Seasonings,0.06,tsp,Salt,tsp
323,Basic Breakfast porridge with choose your milk,"50 Gramm, Haferflöckli",Other,50,gm,"Ramm, Haferflöckli",gm
323,Basic Breakfast porridge with choose your milk,"0.50 tsp, Ground cinnamon",Spices (Powder),0.5,tsp,Cinnamon,tsp
323,Basic Breakfast porridge with choose your milk,"40 ml, Kefir Drink",Dairy,40,ml,Kefir Drink,ml
324,Overnight Porridge,"100 ml, Kefir Drink",Dairy,100,ml,Kefir Drink,ml
324,Overnight Porridge,"15 gram, Chia seeds",Spices (Whole/Seeds),15,g,"Ram, Chia Seeds",g
324,Overnight Porridge,"50 Gramm, Haferflöckli",Other,50,gm,"Ramm, Haferflöckli",gm
324,Overnight Porridge,"0.25 Tsp, Cinnamon",Spices (Powder),0.25,tsp,Cinnamon,tsp
325,French Onion And Lentil Pie,"1 leaf, Bay Leaf",Spices (Whole/Seeds),1,leaf,"Eaf, Bay Leaf",leaf
325,French Onion And Lentil Pie,"4 cup, Cauliflower Florets",Vegetables,4,cup,Cauliflower Florets,cup
325,French Onion And Lentil Pie,"1360 gram, Onion",Vegetables,1360,g,"Ram, Onion",g
325,French Onion And Lentil Pie,"1 tablespoon, Tomato paste",Vegetables,1,tablespoon,"1 Tablespoon, Tomato Paste",tablespoon
325,French Onion And Lentil Pie,"1 tablespoon, Nutritional yeast",Nuts/Coconut,1,tablespoon,"1 Tablespoon, Nutritional Yeast",tablespoon
325,French Onion And Lentil Pie,"2 tbsp, Olive oil",Oils/Fats,2,tbsp,Olive Oil,tbsp
325,French Onion And Lentil Pie,"2 cup (8 fl oz), Water",Liquids,2,cup (8 fl oz),Water,cup (8 fl oz)
325,French Onion And Lentil Pie,"2 tsp, ground, Ground black pepper",Spices (Powder),2,tsp,"Ground, Ground Black Pepper",tsp
325,French Onion And Lentil Pie,"1 tbsp(s), Thyme Leaves",Fresh Aromatics,1,tbsp,Thyme Leaves,tbsp
325,French Onion And Lentil Pie,"2 teaspoon, Salt",Salt/Seasonings,2,teaspoon,"2 Teaspoon, Salt",teaspoon
325,French Onion And Lentil Pie,"0.50 tablespoon, Balsamic vinegar",Salt/Seasonings,0.5,tablespoon,"0.50 Tablespoon, Balsamic Vinegar",tablespoon
325,French Onion And Lentil Pie,"1 clove , Garlic",Fresh Aromatics,1,clove,Garlic,clove
325,French Onion And Lentil Pie,"0.50 tbsp, Soy Sauce, Tamari",Salt/Seasonings,0.5,tbsp,"Soy Sauce, Tamari",tbsp
325,French Onion And Lentil Pie,"300 gram, French lentils",Legumes/Dals,300,g,"Ram, French Lentils",g
325,French Onion And Lentil Pie,"5 cup, Vegetable Stock",Liquids,5,cup,Vegetable Stock,cup
325,French Onion And Lentil Pie,"2 clove , Garlic",Fresh Aromatics,2,clove,Garlic,clove
325,French Onion And Lentil Pie,"7 cup, Potato 100g",Vegetables,7,cup,Potato 100g,cup
325,French Onion And Lentil Pie,"0.50 cup, Cottage cheese, reduced fat",Dairy,0.5,cup,"Cottage Cheese, Reduced Fat",cup
326,Pasta alla Norma Recipe,"240 g, Rigatoni",Grains/Flour,240,g,Rigatoni,g
326,Pasta alla Norma Recipe,"3 tablespoon, Basil, fresh",Fresh Aromatics,3,tablespoon,"3 Tablespoon, Basil, Fresh",tablespoon
326,Pasta alla Norma Recipe,"2 tablespoon, Extra Virgin Olive Oil",Oils/Fats,2,tablespoon,Extra Virgin Olive Oil,tbsp
326,Pasta alla Norma Recipe,"0.50 tsp (1.8 g), Spices, oregano, dried",Fresh Aromatics,0.5,tsp (1.8 g),"Spices, Oregano, Dried",tsp (1.8 g)
326,Pasta alla Norma Recipe,"0.25 teaspoon (1.5g), Sea Salt - Fine",Salt/Seasonings,0.25,teaspoon (1.5g),"0.25 Teaspoon , Sea Salt - Fine",teaspoon (1.5g)
326,Pasta alla Norma Recipe,"2.30 aubergine (500g), Aubergine",Vegetables,500,g,Aubergine,gr
326,Pasta alla Norma Recipe,"0.50 tsp(s), red pepper flakes",Vegetables,0.5,tsp,Red Pepper Flakes,tsp
326,Pasta alla Norma Recipe,"20 g, Parmigiano reggiano DOP",Dairy,20,g,Parmigiano Reggiano Dop,g
327,Savory Miso Oatmeal with Jammy Egg,"1 tsp(s), sauce soja tamari",Other,1,tsp,Sauce Soja Tamari,tsp
327,Savory Miso Oatmeal with Jammy Egg,"1 tsp, Olive oil",Oils/Fats,1,tsp,Olive Oil,tsp
327,Savory Miso Oatmeal with Jammy Egg,"0.25 tsp(s), Toasted Sesame Seeds  net carbs  4/1/2021",Spices (Whole/Seeds),0.25,tsp,Toasted Sesame Seeds Net Carbs 4/1/2021,tsp
327,Savory Miso Oatmeal with Jammy Egg,"0.50 tbsp, Organic White Miso",Other,0.5,tbsp,White Miso,tbsp
327,Savory Miso Oatmeal with Jammy Egg,"0.12 tsp, Ground Ginger",Spices (Powder),0.12,tsp,Ginger,tsp
327,Savory Miso Oatmeal with Jammy Egg,"1 cup (8 fl oz), Water",Liquids,1,cup (8 fl oz),Water,cup (8 fl oz)
327,Savory Miso Oatmeal with Jammy Egg,"50 g, Oats",Grains/Flour,50,g,Oats,g
327,Savory Miso Oatmeal with Jammy Egg,"0.50 tsp, Sesame oil",Oils/Fats,0.5,tsp,Sesame Oil,tsp
327,Savory Miso Oatmeal with Jammy Egg,"1.25 teaspoon, Salt",Salt/Seasonings,1.25,teaspoon,"1.25 Teaspoon, Salt",teaspoon
327,Savory Miso Oatmeal with Jammy Egg,"0.50 cup, chopped, Spring onion",Fresh Aromatics,0.5,cup,"Chopped, Spring Onion",cup
327,Savory Miso Oatmeal with Jammy Egg,"1 cup, chopped, Lacinato Kale",Vegetables,1,cup,"Chopped, Lacinato Kale",cup
327,Savory Miso Oatmeal with Jammy Egg,"1 egg, Egg",Dairy,1,egg,"1 Egg, Egg",egg
328,Marinara Sauce,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
328,Marinara Sauce,"1 tsp(s), Spices, oregano, dried",Fresh Aromatics,1,tsp,"Spices, Oregano, Dried",tsp
328,Marinara Sauce,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
328,Marinara Sauce,"150 g, Onion",Vegetables,150,g,Onion,g
328,Marinara Sauce,"0.50 tsp(s), red pepper flakes",Vegetables,0.5,tsp,Red Pepper Flakes,tsp
328,Marinara Sauce,"2 tbsp, Extra Virgin Olive Oil",Oils/Fats,2,tbsp,Extra Virgin Olive Oil,tbsp
328,Marinara Sauce,"1100 gr, Tomatoes (Fresh)",Vegetables,1100,gr,"R, Tomatoes",gr
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"300 g, Cottage Cheese",Dairy,300,g,Cottage Cheese,g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"170 gram, lasagne sheets CLC",Other,170,g,"Ram, Lasagne Sheets Clc",g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"0.12 tsp, Salt",Salt/Seasonings,0.12,tsp,Salt,tsp
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"250 gram, Baby Spinach",Vegetables,250,g,"Ram, Baby Spinach",g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"1 teaspoon, Dried Chilli Flakes",Spices (Whole/Seeds),1,teaspoon,"1 Teaspoon, Dried Chilli Flakes",teaspoon
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"0.75 tsp, Olive oil",Oils/Fats,0.75,tsp,Olive Oil,tsp
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"36 gr, Parmigiano",Other,36,gr,"R, Parmigiano",gr
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"1 leaf, Bay Leaf",Spices (Whole/Seeds),1,leaf,"Eaf, Bay Leaf",leaf
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"0.50 tsp, Italian Seasoning",Other,0.5,tsp,Italian Seasoning,tsp
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"1 clove , Garlic",Fresh Aromatics,1,clove,Garlic,clove
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"75 g, Broccoli",Vegetables,75,g,Broccoli,g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"2 clove , Garlic",Fresh Aromatics,2,clove,Garlic,clove
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"99 grammo, mozzarella",Dairy,99,gmo,"Rammo, Mozzarella",gmo
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"45 gram, Onion",Vegetables,45,g,"Ram, Onion",g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"800 gram, Tomato",Vegetables,800,g,"Ram, Tomato",g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"110 g, Mushrooms",Vegetables,110,g,Mushrooms,g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"45 gram, Onion",Vegetables,45,g,"Ram, Onion",g
329,Lasagna w/ Cottage Cheese Mushroom & Spinach,"75.25 gram, natural yogurt",Dairy,75.25,g,"Ram, Natural Yogurt",g
330,Beetroot And Brown Rice Burgers,"329 g, Raw Beetroot",Vegetables,329,g,Beetroot,g
330,Beetroot And Brown Rice Burgers,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
330,Beetroot And Brown Rice Burgers,"30 g, Cashewkerne Naturbelassen",Nuts/Coconut,30,g,Cashewkerne Naturbelassen,g
330,Beetroot And Brown Rice Burgers,"0.50 tbsp (6g), Smoked Paprika",Spices (Powder),0.5,tbsp (6g),Smoked Paprika,tbsp (6g)
330,Beetroot And Brown Rice Burgers,"1 dash, Spices, pepper, black",Vegetables,1,dash,"Spices, Pepper, Black",dash
330,Beetroot And Brown Rice Burgers,"0.50 tsp, Ground Cumin",Spices (Powder),0.5,tsp,Cumin,tsp
330,Beetroot And Brown Rice Burgers,"30 g, Sunflower Seeds (Correct)",Spices (Whole/Seeds),30,g,Sunflower Seeds,g
330,Beetroot And Brown Rice Burgers,"30 g, Pumpkin Seed Mix",Spices (Whole/Seeds),30,g,Pumpkin Seed Mix,g
330,Beetroot And Brown Rice Burgers,"15 mil, Olive Oil",Oils/Fats,15,mil,"15 Mil, Olive Oil",mil
330,Beetroot And Brown Rice Burgers,"99.90 g dry weight, Brown Rice, So Organic",Grains/Flour,99.9,g,"Dry Weight, Brown Rice, So Organic",g
330,Beetroot And Brown Rice Burgers,"122 grams, Onion",Vegetables,122,g,"Rams, Onion",g
330,Beetroot And Brown Rice Burgers,"30 g, Flax seeds",Spices (Whole/Seeds),30,g,Flax Seeds,g
331,Mushroom Stroganoff,"2 tablespoon, Tomato paste",Vegetables,2,tablespoon,"2 Tablespoon, Tomato Paste",tablespoon
331,Mushroom Stroganoff,"1 tsp, Caraway seed",Spices (Whole/Seeds),1,tsp,Caraway Seed,tsp
331,Mushroom Stroganoff,"0.75 tsp, Salt",Salt/Seasonings,0.75,tsp,Salt,tsp
331,Mushroom Stroganoff,"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
331,Mushroom Stroganoff,"0.33 cup, Vodka",Alcohol/Cocktail,0.33,cup,Vodka,cup
331,Mushroom Stroganoff,"1 cup, chopped, Yellow onion",Vegetables,1,cup,"Chopped, Yellow Onion",cup
331,Mushroom Stroganoff,"2 tbsp, Dijon mustard",Salt/Seasonings,2,tbsp,Dijon Mustard,tbsp
331,Mushroom Stroganoff,"0.50 cup, Almond milk, unsweetened",Dairy,0.5,cup,"Almond Milk, Unsweetened",cup
331,Mushroom Stroganoff,"1 tbsp, All-purpose flour",Grains/Flour,1,tbsp,All-purpose Flour,tbsp
331,Mushroom Stroganoff,"1 tablespoon, Almonds",Nuts/Coconut,1,tablespoon,"1 Tablespoon, Almonds",tablespoon
331,Mushroom Stroganoff,"0.50 tsp, ground, Black pepper",Spices (Powder),0.5,tsp,"Ground, Black Pepper",tsp
331,Mushroom Stroganoff,"240 g, Fusilli Pasta",Grains/Flour,240,g,Fusilli Pasta,g
331,Mushroom Stroganoff,"480 g, Mushroom",Vegetables,480,g,Mushroom,g
331,Mushroom Stroganoff,"1 tbsp, Extra Virgin Olive Oil",Oils/Fats,1,tbsp,Extra Virgin Olive Oil,tbsp
331,Mushroom Stroganoff,"1.75 cup, Vegetable broth",Liquids,1.75,cup,Vegetable Broth,cup
331,Mushroom Stroganoff,"1 tbsp chopped, Chives, raw",Fresh Aromatics,1,tbsp,"Chopped, Chives, Raw",tbsp
332,Traditional Lentejas (Spanish Lentil Stew),"1.25 teaspoon, Salt, table",Salt/Seasonings,1.25,teaspoon,"1.25 Teaspoon, Salt, Table",teaspoon
332,Traditional Lentejas (Spanish Lentil Stew),"1 pepper, Red Bell Pepper",Vegetables,1,pepper,"1 Pepper, Red Bell Pepper",pepper
332,Traditional Lentejas (Spanish Lentil Stew),"0.50 teaspoon, Spices, rosemary, dried",Fresh Aromatics,0.5,teaspoon,"0.50 Teaspoon, Spices, Rosemary, Dried",teaspoon
332,Traditional Lentejas (Spanish Lentil Stew),"1 medium, Onion",Vegetables,1,medium,Onion,medium
332,Traditional Lentejas (Spanish Lentil Stew),"1 leek, Leek",Vegetables,1,leek,"Eek, Leek",leek
332,Traditional Lentejas (Spanish Lentil Stew),"1 tsp, Cumin, ground",Spices (Powder),1,tsp,"Cumin, Ground",tsp
332,Traditional Lentejas (Spanish Lentil Stew),"1.50 potato, Small Potato",Vegetables,1.5,potato,"1.50 Potato, Small Potato",potato
332,Traditional Lentejas (Spanish Lentil Stew),"1.50 tbsp, Extra Virgin Olive Oil",Oils/Fats,1.5,tbsp,Extra Virgin Olive Oil,tbsp
332,Traditional Lentejas (Spanish Lentil Stew),"3 clove , Garlic",Fresh Aromatics,3,clove,Garlic,clove
332,Traditional Lentejas (Spanish Lentil Stew),"2 medium , Tomato",Vegetables,2,medium,Tomato,medium
332,Traditional Lentejas (Spanish Lentil Stew),"0.75 tablespoon, Red wine vinegar",Citrus/Acid,0.75,tablespoon,Red Wine Vinegar,tbsp
332,Traditional Lentejas (Spanish Lentil Stew),"1 leaf, Bay Leaf",Spices (Whole/Seeds),1,leaf,"Eaf, Bay Leaf",leaf
332,Traditional Lentejas (Spanish Lentil Stew),"200 gram, Bio Linsen brun",Other,200,g,"Ram, Bio Linsen Brun",g
332,Traditional Lentejas (Spanish Lentil Stew),"2.50 gram, Pimentón de la Vera (Smoked Paprika)",Spices (Powder),2.5,g,"Ram, Pimentón De La Vera",g
332,Traditional Lentejas (Spanish Lentil Stew),"5 cup, Homemade No-salt Vegetable Stock",Salt/Seasonings,5,cup,Homemade No-salt Vegetable Stock,cup
332,Traditional Lentejas (Spanish Lentil Stew),"2 medium carrot, Medium carrot",Vegetables,2,medium,"Carrot, Medium Carrot",medium
333,Penne arrabiata,"5 gm, Chilli Flakes",Other,5,g,"M, Chilli Flakes",g
333,Penne arrabiata,"129.96 gram, Pasta",Grains/Flour,129.96,g,"Ram, Pasta",g
333,Penne arrabiata,"0.25 tbsp, Vinegar, red wine",Citrus/Acid,0.25,tbsp,Red Wine Vinegar,tbsp
333,Penne arrabiata,"2 clove, Clove",Spices (Whole/Seeds),2,clove,Clove,clove
333,Penne arrabiata,"13 mil, Olive Oil",Oils/Fats,13,mil,"13 Mil, Olive Oil",mil
333,Penne arrabiata,"400 g, Peeled Plum Tomatoes",Vegetables,400,g,Peeled Plum Tomatoes,g
334,Spaghetti with Lentils & Marinara Sauce,"1 cup, Vegetable Organic Cubes",Other,1,cup,Vegetable Organic Cubes,cup
334,Spaghetti with Lentils & Marinara Sauce,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
334,Spaghetti with Lentils & Marinara Sauce,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
334,Spaghetti with Lentils & Marinara Sauce,"96 g cooked, Lentilles Vertes",Legumes/Dals,96,g,"Cooked, Lentilles Vertes",g
334,Spaghetti with Lentils & Marinara Sauce,"1 tbsp, crumbled, Spices, bay leaf",Spices (Whole/Seeds),1,tbsp,Bay Leaf (Crumbled),tbsp
335,Pea Carbonara,"100 g, Natural Set Biopic Yoghurt",Dairy,100,g,Set Biopic Yoghurt,g
335,Pea Carbonara,"200 g, Garden Peas In Water (100g)",Vegetables,200,g,Garden Peas In Water,g
335,Pea Carbonara,"15 g, Basil, fresh",Fresh Aromatics,15,g,"Basil, Fresh",g
335,Pea Carbonara,"140 gram, Spaghetti 12",Grains/Flour,140,g,"Ram, Spaghetti 12",g
335,Pea Carbonara,"1 clove, Garlic",Fresh Aromatics,1,clove,Garlic,clove
335,Pea Carbonara,"6 g, Flaked Almonds (Correct May 16 )",Nuts/Coconut,6,g,Flaked Almonds,g
335,Pea Carbonara,"1 lemon yields, Lemon juice, raw",Citrus/Acid,1,lemon,"Emon Yields, Lemon Juice, Raw",lemon
335,Pea Carbonara,"2 tbsp, Parmesan cheese",Dairy,2,tbsp,Parmesan Cheese,tbsp
336,Pea and Basil Risotto,"40 g, Basil, fresh",Fresh Aromatics,40,g,"Basil, Fresh",g
336,Pea and Basil Risotto,"2 tbsp, Apple Cider Vinegar",Salt/Seasonings,2,tbsp,Apple Cider Vinegar,tbsp
